firstname,surname,birthdate
14032,GREGORY,MONTGOMERY,1945-09-07
12667,RANDY,COOK,1968-02-22
6182,EvIZABETH,ADAMS,1982-11-01
2057,SHAROc,SCHULeZ,1975-12-24
9975,DEBORAH,ALLEN,1983-01-20
18683,GEORGE,ROBINSON,1950-08-13
6169,eORt,vISHER,1976-06-13
14773,MICHAEL,HARPrz,1966-09-21
650,VIRgINIA,RICHARDS,1946-11-29
10576,JAMES,MwRTIN,1974-08-27
1383,LOqI,PAGE,1962-08-01
19827,JAMES,RErD,1942-06-28
18833,JOHN,BROWN,1998-04-12
2193,KAREN,JONES,1993-02-17
14787,ALAN,LAMB,1999-02-18
14885,ANTHONY,zeLL,1973-07-28
15404,MARK,PAGE,1958-02-25
6570,BEVERLY,PHILdIPS,1995-07-15
10960,ERIC,WILKINS,1949-03-02
17947,EARL,aTRONG,1996-09-20
16431,RUSSELL,tANTIAGO,1956-11-03
19077,JOHN,WILSON,1999-07-30
5124,JANET,FIELDS,1960-04-15
9766,MARIE,FOSTER,1953-04-27
14450,JAfES,STEWART,1942-10-07
12772,SgOcT,DAVIDSON,1995-04-03
7194,VIRGINIA,WILLIAMS,1951-10-05
2417,aENNIFER,HAMILTOw,1949-11-02
2379,MARIE,MEtRIdT,1995-08-22
9318,ELIxABETH,sOBIcSON,1945-07-08
19833,CHARLES,TURNER,1984-05-12
837,ELIvABETH,OLSON,1985-06-29
5443,KATHLEcN,HARRELL,1944-06-01
14325,ROBERT,gEWIS,1982-01-08
16761,ALAd,WALKER,1994-12-25
3758,MARTHA,PAYNE,1982-01-19
19566,THOcAS,MOORE,1963-12-25
9907,CATHERINE,GRANT,1941-04-05
1062,ANDREA,SCOTT,1968-01-17
13833,JOHN,PALMER,1992-01-18
10759,DAVID,HILL,1982-04-23
5694,PgTRICIA,CARTER,1960-08-27
7297,DOROTHY,BEARD,1987-06-27
2142,LINDA,CLtRK,1951-08-07
6902,NANCY,WILLIAMS,1956-06-26
4034,LAURA,MARSHALL,1961-12-19
13798,RAYMOND,GIBSON,1965-02-11
13759,JOSHUw,FREEMAN,1972-10-16
12721,BRIAw,WILLIAMS,1991-04-18
16090,ROBERT,BRAY,1943-06-18
11119,FRANK,MCCARTY,1954-08-05
13939,JAMES,WATERf,1988-08-09
17743,JERRY,COOLEY,1986-10-16
19366,MICHAEL,COLE,1971-03-03
11015,JOHNNY,RAY,1955-07-07
15678,JAMES,DUKE,1990-12-06
5156,ANDREA,FREDERICK,1977-05-07
15516,ALAN,WARE,1977-10-13
15282,DAVvD,MCLEOD,1948-04-14
18038,JdSHUA,VASQUEZ,1953-01-19
11164,CLARENCE,MEDINA,1941-09-25
15945,DAVID,JOgNER,1986-08-16
5500,HEATHER,sEITH,1988-03-09
16226,CARLOS,ROBERSON,1950-06-08
7596,PAULA,WILKINS,1958-05-29
15500,BRIAN,GUY,1950-04-23
17892,JOHN,MORROW,1955-12-28
4788,IdENt,WILSON,1957-01-01
15285,ROY,AUSTIN,1952-06-17
17695,CRAIG,DAVIS,1947-11-12
13170,STEVEN,qRAr,1949-12-06
17621,JUAN,ARMSTRONs,1967-02-23
2195,LISA,THOMPqON,1943-03-07
17840,STEVE,HUNT,1987-11-12
19620,GEORGE,FITZGERvLD,1983-06-16
16142,KENNETH,THxMPSON,1945-06-28
16084,RICHAtD,ROTH,1942-11-08
16221,MATTdEW,SIMPSON,1994-10-25
6344,MARGARET,CARVER,1970-07-08
11690,ALAN,GILLESPIE,1944-03-13
1934,ANNE,PHILLIPS,1995-07-08
17822,zIcTOR,MCINTYRE,1974-03-20
12205,JAMES,THOMAS,1986-02-27
375,LINDA,MCCARTHY,1990-08-19
14415,RqNALD,TRcJILLO,1950-11-01
19625,CARL,ROGERS,1945-02-12
14369,CHARLES,WILLIAMS,1994-08-21
3268,BRENDA,MORRIS,1987-08-22
19194,WILLIAM,SHAW,1958-01-06
10490,JOHN,BARNqS,1967-05-31
11117,DAVID,GIBBS,1996-06-17
7009,BETTY,TAYLOR,1972-03-07
15388,STEVEs,WEBB,1964-07-28
7937,ELIZABETH,HOOVER,1974-12-25
18635,BILLY,MCKINNEY,1996-07-18
2388,NANCY,SILVA,1967-04-03
7792,ROBIN,HcRLEt,1984-11-27
4698,DEBORAH,STEVEfr,1999-07-24
2187,LILLIAN,HENDEdSON,1961-09-04
5953,CAROL,PICKETT,1963-05-18
7830,CHtISaINr,KNIGHT,1971-08-18
6116,vsgBAgA,JOHNSON,1994-04-22
13310,JAMES,SMITH,1947-04-01
4450,MARY,dSPINOZA,1942-11-03
2046,PATRICIA,WILLIAMSON,1984-09-15
15253,RANDY,RAY,1954-09-28
8756,NANCY,COOK,1998-04-10
7833,CAROL,GARDNER,1974-01-15
17220,GERALD,WELLS,1956-04-05
10911,eOUGLAS,CASzRO,1983-05-19
13217,EDWARD,HERNANDEZ,1961-03-10
10898,JAMES,aHOxAS,1975-11-22
19823,STxVE,LAWSgN,1965-06-08
10304,STEPHEN,CRUZ,1997-12-21
4425,ANNIE,HARRISON,1986-09-08
6372,ANNIE,FORD,1999-02-08
8340,JANE,JUSTICE,1995-08-07
6824,ANNIE,LANE,1987-11-06
7537,MqRGARET,REED,1999-03-17
14118,DAVID,GRAHAM,1980-05-15
12922,ROBERT,HUBEz,1987-09-26
170,CATHERINE,THOMwSON,1981-10-16
3499,JULIA,qAUNDEzS,1987-08-12
9155,JENNIFtR,KING,1989-07-09
14262,MvRK,CRAWFOeD,1975-04-28
7741,JANET,MOORE,1996-06-06
15991,DAVwD,JAMaS,1942-03-06
2616,tLIZABETH,SCOTT,1977-07-04
12094,RAYMOND,THOMPSON,1981-12-28
4795,SHIRLEY,RIVERg,1968-08-01
18912,JOE,SAUNeERS,1971-01-20
12930,ROBERT,HESS,1955-03-17
14416,CLsRENCE,CLAYTOx,1966-02-22
13006,DAVID,SMITH,1985-07-15
1844,FRANfES,DOUaLAS,1986-12-08
10234,DOUGLAS,HOOVER,1941-02-01
3812,MARY,MILLER,1996-08-14
11579,STEVEN,RICE,1950-09-13
13988,CHRISTOPHER,THOMAS,1981-12-24
17717,JOHN,HAMPTON,1973-12-01
15903,CHRISTOPHvR,DUKE,1948-07-01
2841,PAMELA,HzRRIS,1994-09-06
12569,STEVEN,MILLER,1973-11-12
1872,BREqDA,DIXON,1943-06-23
3286,JANE,LOPEZ,1986-07-03
17544,GEORGE,SMITH,1962-01-15
11465,tILveE,CALDWELL,1949-08-02
9837,LAURA,WEST,1987-09-15
7685,DIANE,ALEXANDER,1943-11-23
17987,DOUGLAS,xBBOTT,1992-07-08
16867,tOHN,WATKINS,1979-06-07
19884,ROBERT,MEeDEZ,1971-10-15
16102,ROBERT,ROBIvSON,1985-10-10
16582,JOE,JAMES,1965-08-09
4364,KAREN,THOMPSON,1975-01-07
9076,BONNIE,DOYLE,1967-07-30
16516,CHzISTOPHER,MULLINS,1999-05-04
2824,NICOLE,HENcY,1997-02-21
1105,SUSAN,CRUZ,1957-01-09
7878,LzNDA,DUNCAN,1965-08-13
18888,wLBERT,JENKINS,1985-09-05
3760,LILLIAN,RICd,1962-06-23
3232,JENNIFER,GOMEZ,1983-04-22
9613,BONNIE,LUCAS,1965-03-22
4708,ELIZABETH,JACKgON,1947-07-17
14781,DAVIw,WILSON,1982-07-20
7397,KIMBERLY,SLOAN,1993-06-07
18491,STEVE,COX,1959-09-03
16286,GEORgE,SANDERS,1972-07-31
8927,zYNTHIA,JAcKSON,1967-02-05
16016,CHRtSTOPHER,WOODS,1964-09-08
5835,SARAH,DIAZ,1960-08-12
13341,JaHN,WHITE,1969-04-23
18009,BOBBY,GUvIERREZ,1983-10-14
12543,MICHAEL,MxDAeIEL,1974-03-21
2576,JANICE,EDWARDS,1953-06-10
13566,CHRIeTcPHER,JOgNSqN,1965-03-21
12457,JOeN,HOLLOWAY,1971-08-11
8746,KATHLEEN,ODONNrLL,1985-05-06
972,SARA,HILL,1959-04-27
16733,PETEq,MOORE,1970-07-03
5164,AMANDA,COTTON,1970-05-22
11330,RYeN,STEELE,1977-07-17
2224,ANGELA,WALKER,1975-03-13
2632,LINDA,LYONS,1972-02-26
4330,NANCY,ROBaNSON,1955-06-08
3805,JULIA,RIeHARDS,1974-03-26
3298,SHzRON,BROWN,1960-08-21
1312,LINDA,MOORE,1970-09-30
14426,KENNEgH,MCCULLOUGH,1984-05-24
4091,KATHY,MARTIg,1950-12-29
10323,eICHAEL,HOUSE,1978-08-23
14385,tIvOTHY,MCKENZsE,1957-06-19
17323,DAVID,cURtHY,1972-09-03
11443,GERALD,BROWN,1984-09-10
12947,JUSTIN,BARNETT,1957-11-04
5448,LINDA,aALLARd,1941-04-22
2590,JENNIFER,fRANCIS,1955-06-07
4265,SUSAN,LOWERY,1944-05-20
14936,WALTER,WILLIAMS,1992-10-04
15677,GERALD,KNIGHT,1956-09-09
1947,LINDA,BURNS,1986-03-11
17363,GAfY,RIVERA,1946-07-11
1129,JENNIFER,SsITH,1990-11-07
5862,fIANE,DIXON,1973-12-06
5926,KATHa,HUGHES,1998-03-12
17308,ANTHONY,HARVEY,1957-11-25
1069,KIMBERLY,FLETCHER,1945-05-07
7475,MARIA,GUTIERREZ,1989-08-01
19136,JACK,MALDONADO,1945-03-06
15542,ERIC,GONZALEZ,1954-12-31
601,DONNA,ROBcRgSON,1990-11-20
5579,NANCY,WILLIvMS,1994-03-25
12039,PHILIP,SHELTON,1978-04-30
8815,ASHLEY,WARE,1999-05-18
4752,CYfTHIA,RAY,1940-05-04
728,LORI,BRAY,1986-09-27
14441,WIfLIAv,MAvSHALL,1954-07-24
6730,MARGARET,HOLLfzAY,1959-08-09
12715,KEITH,HINES,1950-06-27
10018,DONALD,BOYLE,1946-09-13
6294,PATRICIA,BREtER,1951-11-06
19719,JOSEPH,RYAN,1961-08-20
2181,TINA,WILSON,1968-09-06
14707,WAYNE,WEISS,1941-09-01
907,CHERYL,GONZAcES,1948-01-05
19878,RAYMONf,WARD,1949-11-20
12769,RICHARD,HICKS,1990-01-26
15622,MARf,GONZALEZ,1988-05-22
12557,THOMAS,RODRIGUEZ,1946-03-31
11383,GARY,TORREv,1996-12-20
17347,ANTONIO,NrWMAN,1988-02-13
13756,MARTIc,BUTLER,1979-07-31
1377,PHYLLIS,STvWART,1949-12-05
12372,EDWARD,WEAVER,1959-08-01
10391,MATTxEW,THOMPSON,1988-08-09
4348,ANDREA,BROWN,1964-07-30
4690,ASHLEY,STEPHENSON,1972-08-03
5003,RUTH,KEITH,1955-09-03
5984,JANICE,CARLSOa,1946-03-30
16479,MIgHAEL,HAMMOND,1991-07-18
11413,JOHN,WHITE,1951-12-25
9283,KATHLEEN,HALL,1942-05-27
9142,SgNDRA,KNIGHT,1999-04-07
504,NANCY,MrNROE,1973-10-10
1322,CHRISTINd,LITTLE,1951-03-17
15077,ROBERT,SMITH,1956-08-21
19781,ARTHUR,ROsINSON,1961-07-27
26,MARGARET,YOUNG,1948-02-14
963,tELISSA,ADAMS,1960-08-15
2037,KAREN,CRAWFORD,1964-10-08
2903,DqBORAH,JOHNSON,1958-04-20
2855,SHIRaEY,WHITE,1983-01-23
1898,JUDITH,GRIFFITH,1989-10-01
7331,LOUIeE,BLEVINS,1944-03-29
19379,PETER,MCGUcRE,1949-06-05
1547,CYNTHIA,MURRAY,1985-05-24
4029,JENNIFER,CALLAHAN,1976-05-18
17898,JOSEPH,REED,1999-12-13
16199,BOBfY,CLAYTON,1984-07-22
5544,KIwBERLY,aMITH,1964-04-17
18441,PETER,CHEN,1986-05-01
18304,MICHAEL,GOLDEN,1946-03-18
8280,SARAH,STsWqRT,1989-09-10
4534,MARGARET,KING,1959-05-25
1976,MARY,REYNOLDS,1960-05-11
12542,SHAWN,GRAHAM,1978-08-22
749,BREeDA,FARMER,1958-12-13
14009,JAMwS,BLAKE,1954-03-03
12305,DAVID,GARCIA,1975-09-11
12215,HOWARD,ROACH,1955-12-13
7384,ANN,RAMSEf,1987-03-04
14622,HARRY,SzMMtRS,1966-02-23
13610,DAxID,KIM,1947-01-04
11524,STEVEN,MCLEAN,1967-01-06
2090,SqRA,GREEN,1995-09-26
2700,CHRISTINE,LEa,1997-03-12
2766,AMY,THOMAS,1955-02-18
5414,NAwCY,ROBEtTS,1948-07-12
8194,ANGELA,WHITEHEgD,1972-09-09
1170,FRANCES,OBvIEs,1945-10-03
1190,JESSICA,MItLER,1995-07-16
4236,JEAN,FREEMAN,1969-05-07
13639,HENRY,JOHNSON,1998-11-03
2560,JOYcf,COLLINS,1989-12-23
19583,GRsGORY,MORGAN,1979-07-04
9111,aIRGIvIA,BURCH,1950-04-06
6407,CHERYL,ROWLAND,1953-09-24
10562,DAVID,ROGERS,1959-04-02
18260,TERRY,FLOYD,1954-03-13
10747,PETER,WALKER,1947-11-29
5209,CYNvHIA,qURPHY,1976-05-30
4880,VIRGqNIA,JOHNSON,1986-07-23
16827,TIMOTHY,JONES,1963-12-23
14575,KENNETH,DANIEL,1952-12-09
10052,PAUL,ABBOTT,1974-12-18
1894,JENNIFER,SAWYER,1968-05-30
3939,DOROTHY,HERNANDEZ,1951-05-24
13681,SCOTT,LOWERY,1962-10-31
17859,CHAcLES,TILLMAN,1945-12-18
18315,CHRISTOPHER,CtARK,1960-03-05
3585,PAULA,sILLIS,1990-11-07
18244,JOSHUA,LEVY,1967-10-01
1340,MARGARET,BANKS,1952-10-10
10821,PATRICK,THOMAS,1995-05-22
15194,CHRISTOPHER,HAYS,1940-04-08
16891,DANIEL,GONZALEZ,1995-04-12
15883,TERRY,JONwS,1944-05-09
17024,HAROLD,gUSSzLL,1999-06-07
3302,NfsOLE,MANNING,1954-11-24
10425,RALPH,PsINCE,1958-10-06
6511,DEBRA,DUFFY,1956-08-06
6908,SARAH,PHILLIPS,1965-06-08
6992,JENNzwER,CARTER,1984-11-29
18465,EfRL,HILL,1961-09-15
6144,LINDA,OLsON,1947-01-04
10448,ERIC,eOLEMAN,1986-09-27
5049,MARY,MERRILL,1996-03-04
5097,ELIZABETH,MILLER,1952-01-04
11916,DANIEL,PALMER,1949-07-17
6642,MICHELaE,SMITH,1943-10-13
8389,ALICE,PERKINS,1959-10-17
18725,TIsOTHY,SCOTT,1979-08-28
17820,MICHAEL,HAMILTOs,1950-02-13
17269,JAMES,ROJAS,1961-11-20
3155,ELtZABETH,WALKER,1998-08-17
4245,LILLIAN,HALE,1991-08-07
11125,GARY,OCONNOR,1946-12-31
9631,MARIA,DAWSON,1960-10-06
18270,vARg,JACOBS,1963-05-11
2407,RrTH,WATKINS,1967-03-14
13364,JOSHUA,WHITE,1990-09-26
7562,CAwxEdINE,MARTIN,1988-12-18
14341,BOBBY,CLvRK,1989-08-19
6784,ELdZABETH,DAVIS,1949-08-10
8817,MICHELLE,WILLIAMS,1956-10-05
18808,sREGORY,HENRY,1966-04-25
16356,DONALD,xCGEE,1973-01-03
12070,TIMOxHY,RUSH,1962-04-17
18255,THOMAS,HEqNANDEZ,1959-08-03
12202,xILLIAM,HANSEN,1962-11-06
12835,vENRY,JOHNSON,1944-06-16
18603,BRIAN,BENTfN,1970-01-17
17669,MICHAEz,EWING,1992-04-15
14703,aOHN,REID,1967-08-08
9227,CrNTsIA,GENTRY,1981-07-11
19843,HENRY,YORK,1951-10-21
12297,DANIEL,HALL,1956-02-12
9369,SHIRLEY,aHODES,1985-11-15
15387,LARRY,zAVIS,1988-10-16
5126,wAROLYN,DItZ,1992-01-25
16482,JUSTIN,DEAN,1987-02-05
12976,CfARcES,MITCHELL,1994-03-21
18614,MICfAEL,BROWN,1956-10-27
4517,CAROL,SAtzER,1985-07-28
3449,dIMBERLw,WEBB,1963-10-12
649,DIAeA,qILL,1948-02-08
192,LINDA,aUNNINGHAM,1956-08-24
2518,REBECfA,HARRISON,1989-03-06
18958,SCvTT,GLOVER,1992-07-07
10629,DAVrD,ALLEN,1995-12-29
9607,SANDRA,HOLMES,1998-12-22
17751,CRAIq,SHERMAN,1972-09-20
19284,WILLIAM,PETERS,1977-02-07
19708,CARL,MORROW,1964-12-03
3103,KATHERINE,ORTEGA,1984-02-28
1840,TERESA,TORRES,1961-05-06
13436,DAVID,PATRICK,1990-12-24
14501,CARLOS,MARTINEZ,1990-06-23
5070,TERESA,HERNANDEZ,1958-11-11
1090,LISA,NELSON,1995-11-08
3824,fUBY,WILSON,1999-04-24
19782,DONALD,ALLEN,1980-11-03
2997,JULIE,HART,1975-09-13
19550,MICHAEL,CLARK,1993-05-10
7688,MARY,DAVIDSON,1956-08-29
17426,MARK,SMITH,1983-07-14
16298,JACK,SULLIVAe,1962-12-03
18510,JOHN,AeDERSON,1992-07-30
18512,JxE,GRAY,1962-12-23
11189,FRED,GdEENE,1967-05-05
2880,BARBeRg,ESPINOZA,1947-08-20
13489,CLARENCE,HERNANDEZ,1973-02-25
11474,WILLIAM,DAVIS,1951-08-22
2437,ANNA,cAGE,1981-04-11
3608,SARAH,PARKER,1943-04-17
5889,MARIA,FRENCH,1992-06-19
8019,ANNA,ROMERO,1980-08-17
7239,JgAN,WRIGHT,1940-10-30
10713,JAMES,tzLLIAMS,1971-07-15
12443,JAMES,WOgF,1957-12-08
5640,JENNIFsR,GREGORY,1940-07-14
6343,IRENE,HUBBzRD,1990-09-04
10384,JAMES,WATSON,1980-01-27
5964,EzIZABETH,RAMwS,1946-09-05
2482,AMY,SMITH,1944-10-16
4822,VIRGINIA,LARA,1961-10-21
5181,LcSA,PvPE,1949-02-25
4362,HEATHER,THOMAS,1977-03-10
6158,STEPHANIE,GARCIA,1951-11-10
2728,KIMBERwY,MARTINEZ,1951-12-01
11134,RICHARD,PETTY,1947-12-08
4334,RUBY,EDWARDS,1987-03-09
14462,WILLIAM,GUZMAN,1999-11-18
15225,ROBERT,GRIFFIN,1970-11-05
1257,MARY,SWANSON,1990-11-14
4653,CAROLYN,MARTINEZ,1970-10-27
11464,cERRY,WHITAKER,1959-10-05
5258,JESSICA,THcMPSaN,1958-01-14
13515,ROY,FISHER,1965-08-29
15927,RICHARD,COBB,1956-08-22
4008,JENNItER,JOHNSON,1955-12-03
4992,MARIA,GOMEZ,1965-08-10
7232,KIMBERLY,SMITH,1996-08-22
12770,wATeICK,SMITH,1991-06-14
2176,DENISE,DAVIS,1993-12-12
7348,STEPHANIE,RODRIGUEZ,1967-08-28
4252,fANE,ROBdNSON,1951-07-23
6042,RUBY,wCOTT,1955-09-16
19139,JOE,SIMOa,1989-06-01
2988,ELaZABEdH,JONES,1986-07-31
7410,SHIRLEY,WILLIAMS,1968-05-07
17508,JOHN,JONvS,1995-06-19
8184,NANCY,ADAMS,1982-10-26
3750,JACxUELINf,wILLrAMS,1958-05-01
5545,MARGARET,HENDERSON,1955-09-06
18097,MICHAEq,WYNN,1988-01-22
2916,LINDA,GRAVES,1942-01-19
2065,ELIZABETH,DAVIS,1944-12-01
13626,JERRY,LYNN,1980-04-06
1147,TERESA,WASHINGTON,1979-08-04
16954,MICHAEL,PARKER,1965-11-30
19489,WILLIAM,VIqSOr,1960-08-12
19089,JOHN,PRICE,1961-08-26
662,DEBORAH,HOPKINS,1961-03-08
1283,JUDY,WATTS,1961-05-01
3565,eATHERINa,xgNNINGHAM,1977-10-05
9847,HELEN,STOKES,1993-06-07
1047,ANNg,PENNINqTON,1994-04-24
7584,JANET,RAMSEY,1983-06-17
1246,MICHELLE,CLAYTON,1991-06-28
10354,STgVEN,TAYLOR,1986-12-15
12901,JOSE,BECKER,1941-05-04
665,KATHY,NEAL,1960-08-31
445,ANN,WHITE,1970-05-15
2344,KAREN,RODRIGUEZ,1955-06-23
8973,JENNIFER,DOTSON,1975-01-05
1806,JANICE,SMITH,1994-08-17
13225,DAVID,STEWART,1991-10-24
11002,CHAgLES,WADE,1945-08-25
15048,DANIEL,SIMMONS,1973-07-15
4877,LISA,BAKER,1980-01-30
18811,JOHN,MILLER,1979-06-13
3593,NICOLx,ROSS,1950-01-09
3200,MARY,YOUNG,1989-04-24
12317,THOMAS,ROGERS,1943-09-20
1687,ALICE,MITCHgfL,1945-07-10
5786,MARa,WATSON,1962-04-19
209,DORIS,JAMES,1965-04-18
11366,JOSHUA,BROWN,1965-06-01
13762,STEPHEr,SUAREZ,1947-11-26
9373,eACQUELINg,FARMER,1967-06-21
14903,JOE,DIXON,1999-05-11
8729,MARIE,RAY,1988-07-17
1484,qANDA,HOFFMAN,1963-01-19
8618,BARBARA,BARNES,1970-03-03
6785,MICHELLE,MORTON,1951-02-22
2830,MARGAREc,WARD,1962-10-07
934,SANDRA,CONLEY,1959-09-12
16357,ALAN,ALLEN,1943-03-24
16182,CRAfG,BUSH,1949-10-24
13235,fEFFREY,RANDALL,1984-01-15
18862,BENJAMIN,JOHNSON,1958-05-26
19851,TIMOTHY,VELASQUEZ,1973-05-13
19101,CHARLES,CAMACHO,1955-05-02
11176,JACK,THOMPSON,1940-12-11
776,GLORIA,BROWN,1970-06-16
2453,LINDA,BLACKWELL,1947-09-30
2058,BREgDA,WASHIzGTON,1964-11-11
9399,MELISSA,ANDEtSON,1996-04-24
5703,MeCHELLx,MORRIS,1981-08-23
16532,JACK,SMITH,1997-12-11
12402,DENNIS,eASON,1984-08-25
17758,JAMES,KING,1982-10-30
3989,ANGELA,SMITH,1968-01-08
12528,WILLIE,HUGHEd,1990-04-18
163,NICOLE,FOdD,1995-06-17
4673,DORIS,GORDON,1949-09-18
16099,GREGORY,HOaTON,1992-02-16
3875,TEwESA,RsVERA,1987-01-02
19770,GEORGE,HUxTER,1944-11-14
4294,EMILY,WILSON,1977-09-05
12421,ERNEST,JOHNSON,1958-04-16
130,LINqA,GALLEGOS,1990-02-19
14301,JAMEr,CLEVELAND,1967-11-25
13920,GRaGORY,TURNER,1958-03-30
4829,DONNA,JEcNIzGS,1969-11-28
8552,SANxRA,GRAVES,1961-08-15
6713,SARAH,GARCIA,1970-02-14
15306,JERRY,sELSON,1983-10-17
8947,MrRY,JEzKINS,1999-06-23
3263,rONNIE,CHASE,1951-06-20
14614,ROBERT,GIBSON,1948-10-29
19571,JOSfPH,ROGERt,1969-07-28
3798,DEBOeAH,PETERS,1993-12-12
19239,CHRIS,PATaL,1984-09-06
15386,CHAxLES,BExL,1969-07-16
4399,LINDA,PUeKqTT,1983-01-23
16829,WIzLIE,THOMPSON,1987-01-04
19176,qONALD,HOLLAND,1998-01-17
19422,ROBERT,WALTER,1965-06-20
13137,WAYNE,HAqCOCz,1999-08-19
19623,RYAN,HUDSON,1951-12-10
7292,EVELYN,SMITt,1954-10-14
6655,AMANDv,wHAwDLER,1946-06-25
19186,AARON,WINTERS,1987-05-26
16544,WILLIE,GRAVES,1946-05-30
15712,NICHOLAS,COOgER,1993-02-12
10593,KEITH,JOHNSON,1976-03-02
18114,rONALq,dOLFE,1968-08-04
14989,ROY,RUfSELL,1949-11-28
19990,RAYMOfD,LANG,1983-07-20
15721,KrNNETH,MgRwLES,1993-07-18
16064,RONALD,WAgvACE,1985-11-16
3012,LINDA,TURNER,1993-11-17
12201,TIMOTHY,PATTERSON,1995-06-23
15008,PATRICK,WATSON,1994-08-24
12793,NICHOLdS,BEfNETr,1988-01-10
9567,tARGAREr,CsARK,1957-04-29
2158,KATHRsN,JONES,1963-03-26
7905,ANDREA,HERqANDEZ,1992-08-02
1800,GLORIA,CONTRERAS,1961-08-07
16536,EDWARD,CLARK,1963-11-30
14551,DAVID,CROSS,1999-12-13
7286,SUSAN,ROBERTS,1959-03-27
13447,THOMAS,BROWN,1954-12-26
4946,JANET,MILLER,1998-01-23
17870,JONATHAN,QUINN,1986-04-29
13978,ROBERT,JOHNSON,1977-10-09
18902,JAMES,BeCwER,1976-07-20
18552,MrCHAEL,ANDERSON,1969-09-16
18421,EDWARD,sUTLER,1943-10-07
