firstname,surname,birthdate,zip_codes
17022,JOSEPH,CURRY,1946-05-21,11109
17023,JOHN,MOSS,1978-12-25,11377
17024,HAROLD,RUSSELL,1999-06-07,11226
17025,WILLIAM,VELEZ,1968-05-03,11226
17026,SEAN,HALL,1970-05-27,11226
17027,CARL,BECK,1941-12-19,11226
17028,JAMES,HANSON,1985-12-14,11226
17029,WILLIAM,SANCHEZ,1951-06-02,11226
17030,TODD,SMITH,1969-10-26,11226
17031,PHILIP,JONES,1956-06-09,11109
17032,EDWARD,FERGUSON,1994-08-13,11377
17033,STEVEN,KIM,1996-07-02,11226
17034,ALBERT,ROJAS,1970-07-21,11226
17035,CHARLES,KELLER,1967-11-26,11227
17036,KENNETH,SPARKS,1955-06-19,11226
17037,MARK,WARD,1953-02-28,11226
17038,JAMES,RAY,1961-12-20,11227
17039,CHARLES,DAVIDSON,1994-08-29,11226
17040,CHARLES,LOPEZ,1992-09-15,11226
17041,SCOTT,ARNOLD,1943-03-11,11227
17042,JOSHUA,SANDERS,1941-02-17,11226
17043,CHARLES,TRUJILLO,1988-09-13,11226
17044,ANTHONY,SCHMIDT,1993-07-16,11109
17045,KEITH,COLE,1982-06-23,11109
17046,ANDREW,ADAMS,1999-05-15,11226
17047,MICHAEL,COOPER,1976-02-18,11226
17048,PHILLIP,RAMIREZ,1940-04-13,11227
17049,ANDREW,HARRISON,1953-06-11,11226
17050,JOSE,MATTHEWS,1989-08-17,11226
17051,JOSEPH,DENNIS,1979-01-28,11226
17052,MARK,GARCIA,1997-10-18,11226
17053,CHRISTOPHER,VEGA,1996-02-11,11227
17054,JAMES,MITCHELL,1971-11-14,11109
17055,ANDREW,HOBBS,1974-08-09,11109
17056,DAVID,BARNETT,1992-03-13,11109
17057,ARTHUR,WOOD,1949-09-26,11226
17058,BRUCE,REED,1940-09-27,11226
17059,PATRICK,LOPEZ,1987-01-01,11227
17060,WILLIAM,JOHNS,1946-08-26,11226
17061,JESSE,MILLS,1958-02-01,11226
17062,ROBERT,CLARK,1976-01-03,11377
17063,STEVEN,GRAHAM,1998-12-14,11109
17064,WILLIE,WILLIAMS,1979-09-25,11226
17065,CHARLES,ORTEGA,1995-04-30,11377
17066,RALPH,MOORE,1954-01-25,11226
17067,ERNEST,SOSA,1984-09-15,11226
17068,RONALD,MORGAN,1999-05-15,11109
17069,TERRY,PARKER,1978-04-04,11226
17070,ROBERT,TOWNSEND,1973-01-14,11227
17071,THOMAS,NEWTON,1949-05-06,11226
17072,JACK,WEST,1942-11-21,11377
17073,PAUL,BERG,1997-04-13,11226
17074,KEITH,TAYLOR,1978-04-01,11227
17075,EDWARD,ROSE,1952-08-31,11226
17076,JOSEPH,JONES,1955-11-17,11226
17077,DAVID,JACKSON,1998-10-23,11226
17078,LARRY,BROWN,1956-05-10,11227
17079,ERNEST,WARD,1943-01-02,11109
17080,RONALD,FERNANDEZ,1989-05-28,11227
17081,EARL,STOKES,1972-01-12,11226
17082,ADAM,COX,1984-01-09,11226
17083,TODD,MORRISON,1992-02-28,11226
17084,RICHARD,RUSSELL,1943-01-21,11226
17085,JACK,WILLIAMS,1981-10-14,11226
17086,MICHAEL,NELSON,1996-10-13,11226
17087,STEVEN,MOSES,1951-01-31,11226
17088,JOHN,GRAVES,1943-05-14,11226
17089,LARRY,GRAHAM,1963-06-22,11377
17090,JASON,KELLY,1992-03-07,11377
17091,CHARLES,BERG,1944-01-26,11109
17092,BRIAN,MCINTYRE,1966-01-05,11226
17093,CHARLES,RYAN,1953-06-02,11226
17094,DAVID,COTTON,1971-12-24,11377
17095,SAMUEL,PRICE,1965-07-30,11377
17096,ERIC,FORD,1970-05-17,11109
17097,JOSEPH,EDWARDS,1957-05-07,11226
17098,BILLY,TRUJILLO,1977-11-25,11109
17099,JOHN,VASQUEZ,1980-12-23,11227
17100,DAVID,ROBINSON,1979-06-22,11227
17101,CHRISTOPHER,HODGES,1965-01-28,11226
17102,JOSE,CLARK,1999-08-02,11109
17103,ERNEST,BURCH,1940-03-20,11109
17104,STEVEN,MORGAN,1990-12-22,11226
17105,RUSSELL,BELL,1997-12-10,11226
17106,SAMUEL,REILLY,1962-11-29,11227
17107,STEVEN,WILLIAMS,1984-03-27,11226
17108,WILLIAM,DUNN,1999-03-25,11226
17109,STEVEN,WILLIAMSON,1989-12-27,11226
17110,LAWRENCE,SMITH,1966-01-11,11109
17111,CARL,JORDAN,1982-10-08,11226
17112,JAMES,GRANT,1963-06-10,11226
17113,JOHN,WILLIAMS,1981-06-27,11227
17114,JAMES,GONZALES,1963-05-31,11377
17115,JOHN,COLE,1978-10-12,11226
17116,EUGENE,SHAW,1998-07-08,11226
17117,BOBBY,WILLIAMS,1982-07-04,11226
17118,MICHAEL,SOTO,1973-09-10,11226
17119,DAVID,KING,1999-01-24,11227
17120,ANTONIO,WATTS,1991-11-21,11227
17121,ROBERT,JOHNSON,1941-07-22,11109
17122,RICHARD,HAMMOND,1948-09-07,11226
17123,JERRY,RICHMOND,1983-03-10,11227
17124,MATTHEW,TAYLOR,1994-11-14,11227
17125,MARK,ALLEN,1953-04-17,11226
17126,ROGER,WRIGHT,1948-05-02,11109
17127,MICHAEL,WOOD,1946-12-18,11226
17128,JOHN,CHRISTENSEN,1952-08-24,11226
17129,JAMES,OBRIEN,1982-08-19,11227
17130,JACK,CLARK,1981-11-07,11226
17131,DANIEL,WILSON,1940-09-05,11377
17132,LAWRENCE,CAMPBELL,1984-05-26,11226
17133,NICHOLAS,GIBSON,1980-12-20,11227
17134,ARTHUR,HOBBS,1971-12-31,11226
17135,VICTOR,ADAMS,1985-11-14,11226
17136,JOHN,PHILLIPS,1990-02-22,11109
17137,BRIAN,HANSON,1982-06-26,11226
17138,MICHAEL,WILLIAMSON,1993-03-01,11226
17139,MARK,ELLIS,1951-10-19,11226
17140,DONALD,JONES,1951-02-12,11109
17141,JOSEPH,BAILEY,1957-07-26,11226
17142,DENNIS,YOUNG,1986-11-05,11227
17143,JOHN,VEGA,1962-07-21,11227
17144,ERNEST,FOX,1962-12-24,11109
17145,JOHN,MCKINNEY,1950-05-02,11226
17146,CLARENCE,FISHER,1947-07-17,11226
17147,SCOTT,POPE,1995-09-14,11109
17148,JOSEPH,YOUNG,1946-03-16,11227
17149,PETER,SALAS,1951-07-14,11226
17150,JOHN,WATKINS,1976-01-11,11226
17151,MICHAEL,ANDERSON,1990-08-13,11226
17152,JAMES,KING,1946-08-15,11227
17153,WILLIAM,WILLIAMS,1971-12-15,11377
17154,JUAN,BAXTER,1940-03-01,11226
17155,JOSEPH,BRYANT,1970-12-24,11226
17156,TERRY,MORENO,1975-11-10,11377
17157,WILLIAM,MASSEY,1977-11-15,11377
17158,ERIC,JOHNSON,1976-05-15,11227
17159,CHRISTOPHER,SANDERS,1953-07-23,11226
17160,RICHARD,PALMER,1997-03-14,11109
17161,HOWARD,SMITH,1943-04-29,11109
17162,HAROLD,BRIGGS,1952-07-18,11377
17163,WILLIAM,COLLINS,1953-01-15,11226
17164,ROBERT,BECKER,1959-10-15,11377
17165,WILLIAM,PADILLA,1994-06-14,11226
17166,PATRICK,JOHNSON,1963-05-01,11226
17167,GARY,CANNON,1980-05-20,11226
17168,KEITH,PETERSON,1991-02-11,11226
17169,MICHAEL,WILLIAMS,1953-02-21,11226
17170,CHARLES,MORRISON,1941-07-11,11109
17171,DAVID,GREENE,1967-01-13,11227
17172,JAMES,RICHARDSON,1996-05-04,11226
17173,STEVE,YORK,1975-12-10,11226
17174,WILLIAM,HOWARD,1946-10-12,11226
17175,ALAN,MOSES,1968-08-11,11226
17176,MICHAEL,BROWN,1980-04-19,11226
17177,GEORGE,DUNCAN,1970-12-15,11109
17178,CHARLES,MACK,1974-08-27,11109
17179,MICHAEL,FLETCHER,1989-06-14,11226
17180,THOMAS,MURPHY,1977-01-09,11226
17181,DAVID,LANG,1983-12-31,11226
17182,TODD,WATKINS,1941-02-20,11226
17183,ANTHONY,HUFFMAN,1959-04-23,11109
17184,JEFFREY,FLOWERS,1999-05-31,11377
17185,KEITH,ANTHONY,1951-04-17,11226
17186,ROBERT,EDWARDS,1941-10-15,11109
17187,STEPHEN,MILLER,1961-03-27,11227
17188,RAYMOND,JOHNSON,1944-10-11,11377
17189,STEPHEN,WILSON,1995-09-24,11377
17190,DAVID,GOMEZ,1982-03-15,11226
17191,GERALD,PRICE,1984-11-01,11377
17192,ARTHUR,NELSON,1950-02-16,11109
17193,PAUL,HILL,1953-05-15,11226
17194,ARTHUR,MYERS,1982-07-23,11227
17195,JAMES,HOLLOWAY,1995-10-12,11226
17196,JOSEPH,CONNER,1985-04-04,11226
17197,STEVEN,MEADOWS,1977-01-20,11377
17198,MICHAEL,JONES,1998-02-07,11226
17199,ROBERT,COOK,1967-10-21,11227
17200,JOHN,GRAY,1981-08-21,11377
17201,JAMES,ROBBINS,1978-08-01,11227
17202,KENNETH,LAMBERT,1959-03-13,11109
17203,GEORGE,ROBINSON,1961-12-09,11109
17204,THOMAS,ANDERSON,1943-08-23,11109
17205,JOHN,BAKER,1968-03-21,11109
17206,CHRISTOPHER,VALENTINE,1966-07-11,11226
17207,HENRY,SMITH,1964-03-12,11226
17208,MICHAEL,FIELDS,1988-08-15,11377
17209,WALTER,JACKSON,1950-08-26,11227
17210,JEREMY,CURRY,1969-01-06,11226
17211,ERIC,BRADSHAW,1968-08-23,11226
17212,ROBERT,BALLARD,1971-06-26,11227
17213,DAVID,ALLEN,1966-12-08,11226
17214,WAYNE,ROBBINS,1990-04-09,11226
17215,CHARLES,PALMER,1980-10-19,11226
17216,DAVID,VILLARREAL,1950-10-01,11227
17217,WILLIAM,WHITE,1975-06-04,11377
17218,DAVID,MCCARTHY,1990-05-16,11227
17219,RONALD,DELGADO,1954-05-03,11109
17220,GERALD,WELLS,1956-04-05,11226
17221,MATTHEW,WARE,1945-09-18,11109
17222,CARL,WIGGINS,1966-11-27,11109
17223,JAMES,STANLEY,1994-06-02,11226
17224,PAUL,BARKER,1982-05-30,11226
17225,JAMES,ROBERTSON,1945-01-18,11226
17226,ALBERT,CRUZ,1979-08-28,11226
17227,JEFFREY,TORRES,1982-04-16,11226
17228,ROGER,BROOKS,1970-01-30,11227
17229,LARRY,BEST,1947-01-23,11226
17230,BOBBY,FERGUSON,1968-07-06,11109
17231,KEVIN,MILLER,1968-10-06,11109
17232,JUSTIN,NIEVES,1944-07-30,11227
17233,LARRY,JONES,1953-07-27,11377
17234,CARL,VASQUEZ,1959-12-29,11226
17235,EDWARD,NORRIS,1982-09-03,11109
17236,ANTONIO,EVANS,1975-06-29,11226
17237,KEITH,ODONNELL,1983-04-15,11109
17238,CHARLES,EDWARDS,1994-12-26,11227
17239,HAROLD,BROWN,1952-01-11,11377
17240,JOHN,CHAPMAN,1953-10-29,11226
17241,LARRY,BURNETT,1973-01-02,11226
17242,ROBERT,JOHNSON,1970-04-19,11109
17243,THOMAS,BAILEY,1976-05-07,11109
17244,MICHAEL,MORRIS,1987-10-02,11226
17245,JOHN,ASHLEY,1992-07-19,11226
17246,JAMES,ROBBINS,1962-03-01,11377
17247,JOE,PATTERSON,1971-07-26,11226
17248,MICHAEL,YANG,1988-05-02,11226
17249,DAVID,KLEIN,1949-12-29,11226
17250,THOMAS,SANCHEZ,1959-11-07,11226
17251,MICHAEL,WILSON,1947-08-12,11226
17252,RICHARD,STONE,1964-10-15,11226
17253,CRAIG,SMITH,1983-05-26,11109
17254,WILLIAM,HOLMES,1997-10-05,11227
17255,JOHN,SNIDER,1965-11-21,11226
17256,JOHN,CASTILLO,1973-08-22,11109
17257,DONALD,SHARP,1993-04-26,11227
17258,LARRY,MCDONALD,1988-02-07,11109
17259,ARTHUR,KNIGHT,1982-12-07,11226
17260,THOMAS,AVERY,1977-01-29,11227
17261,GEORGE,CUMMINGS,1951-10-23,11226
17262,WILLIAM,BUTLER,1976-09-05,11226
17263,ERIC,GONZALEZ,1947-02-23,11227
17264,TERRY,GRAY,1997-12-31,11226
17265,WILLIAM,BLANCHARD,1970-12-05,11109
17266,BILLY,ELLIS,1974-12-22,11226
17267,KENNETH,JAMES,1997-03-13,11226
17268,DONALD,FRENCH,1941-07-20,11377
17269,JAMES,ROJAS,1961-11-21,11226
17270,JOSE,MORAN,1942-07-25,11226
17271,JOSEPH,REEVES,1967-08-08,11226
17272,GREGORY,GROSS,1984-04-04,11377
17273,EDWARD,PETERSON,1987-06-24,11227
17274,JIMMY,THOMAS,1980-11-07,11377
17275,JAMES,CARRILLO,1944-08-19,11226
17276,SAMUEL,DRAKE,1941-01-03,11226
17277,JAMES,LEWIS,1964-09-19,11227
17278,HAROLD,SULLIVAN,1948-04-14,11109
17279,BRANDON,BOYER,1946-03-28,11109
17280,RONALD,HERRERA,1986-09-21,11226
17281,MICHAEL,NOBLE,1947-05-26,11227
17282,PATRICK,LEE,1974-10-18,11226
17283,LOUIS,WILCOX,1958-03-05,11226
17284,JOSEPH,LINDSAY,1946-02-10,11226
17285,DOUGLAS,JACKSON,1994-08-30,11226
17286,CARL,GOLDEN,1966-08-16,11226
17287,GREGORY,RAMIREZ,1986-10-04,11226
17288,RONALD,HERNANDEZ,1992-10-06,11109
17289,BRIAN,SULLIVAN,1968-04-09,11226
17290,TERRY,HANSON,1993-08-10,11226
17291,ROBERT,FOWLER,1987-07-23,11226
17292,THOMAS,KNIGHT,1994-08-27,11227
17293,JUAN,YATES,1992-02-06,11227
17294,JACK,MOORE,1969-11-08,11109
17295,WILLIAM,MOSS,1943-01-01,11226
17296,RICHARD,PETERSON,1941-06-01,11226
17297,DAVID,ANDERSON,1968-01-18,11226
17298,JOSE,MAYO,1979-05-06,11226
17299,BRIAN,BAKER,1970-12-10,11377
17300,RICHARD,CLARK,1947-04-26,11226
17301,SAMUEL,CARTER,1983-11-12,11227
17302,RONALD,COLON,1994-02-20,11226
17303,BRIAN,WILLIAMS,1997-06-19,11226
17304,JEREMY,SHIELDS,1963-08-17,11226
17305,MICHAEL,LOWE,1958-05-21,11109
17306,GARY,ANDERSON,1995-03-15,11109
17307,KEVIN,HORNE,1973-01-05,11226
17308,ANTHONY,HARVEY,1957-11-26,11226
17309,BRANDON,JACOBS,1987-10-10,11377
17310,LARRY,GATES,1968-09-24,11226
17311,JUSTIN,PEARSON,1949-08-04,11226
17312,BENJAMIN,GARRETT,1954-03-28,11109
17313,MICHAEL,SHERMAN,1958-02-12,11377
17314,RALPH,JARVIS,1982-08-31,11377
17315,ROBERT,WILLIAMSON,1982-09-12,11226
17316,JAMES,BURGESS,1982-03-16,11377
17317,PETER,FOLEY,1972-12-20,11227
17318,RICHARD,RAY,1976-04-18,11226
17319,CHRISTOPHER,BAKER,1970-01-22,11226
17320,ADAM,SMALL,1967-10-12,11377
17321,CHARLES,HUNTER,1952-07-31,11226
17322,JOHN,SALAZAR,1975-03-15,11226
17323,DAVID,MURPHY,1972-09-04,11377
17324,MARK,PHILLIPS,1956-12-18,11226
17325,STEVEN,FOSTER,1951-09-30,11226
17326,DANIEL,HODGE,1979-04-10,11227
17327,THOMAS,ADAMS,1947-06-26,11226
17328,LARRY,COOPER,1995-03-01,11226
17329,WILLIAM,WELLS,1963-04-26,11226
17330,ANTHONY,FLORES,1971-04-26,11377
17331,PAUL,GARDNER,1983-09-11,11227
17332,GERALD,BOYD,1989-02-02,11109
17333,THOMAS,NASH,1983-12-16,11109
17334,HOWARD,HUMPHREY,1970-06-25,11227
17335,CHARLES,MEYER,1987-08-03,11226
17336,PAUL,VAZQUEZ,1968-02-26,11226
17337,JAMES,JONES,1991-12-29,11109
17338,DAVID,MYERS,1963-04-21,11109
17339,DAVID,LOGAN,1950-06-01,11227
17340,JOSEPH,BURNS,1965-12-12,11226
17341,JOHN,RIVERA,1941-10-07,11226
17342,NICHOLAS,HUFF,1947-03-09,11226
17343,JOSEPH,SMITH,1954-04-12,11226
17344,MICHAEL,NEWMAN,1976-04-22,11227
17345,GARY,PEREZ,1955-08-26,11227
17346,DAVID,COOK,1993-02-09,11226
17347,ANTONIO,NEWMAN,1988-02-14,11109
17348,ROBERT,OLSON,1959-02-10,11226
17349,JAMES,GIBSON,1978-03-28,11227
17350,SCOTT,STEWART,1996-08-06,11109
17351,MICHAEL,REED,1979-12-18,11226
17352,BOBBY,ALLISON,1979-07-06,11227
17353,ALAN,KENT,1948-10-21,11377
17354,CARL,MORGAN,1955-01-20,11226
17355,KEVIN,BARLOW,1975-05-22,11226
17356,GREGORY,ANDERSON,1957-02-21,11109
17357,MARTIN,HENRY,1953-05-28,11226
17358,PAUL,GONZALEZ,1979-12-19,11377
17359,JACK,REYNOLDS,1978-07-01,11226
17360,PHILLIP,LOPEZ,1995-04-18,11226
17361,ROY,GONZALEZ,1978-04-12,11227
17362,RICHARD,GARDNER,1987-07-26,11226
17363,GARY,RIVERA,1946-07-11,11227
17364,TODD,KING,1982-02-27,11227
17365,GREGORY,FERRELL,1941-10-15,11377
17366,GEORGE,KANE,1983-10-09,11226
17367,DANIEL,CAMERON,1940-05-18,11226
17368,HAROLD,SMITH,1999-04-10,11226
17369,WILLIE,COLE,1991-02-08,11226
17370,PAUL,STEWART,1976-09-30,11226
17371,WILLIAM,BROWN,1971-06-05,11226
17372,CHARLES,REED,1957-05-26,11109
17373,RICHARD,WEST,1941-03-19,11226
17374,GARY,HERNANDEZ,1991-09-18,11109
17375,CLARENCE,HENDRIX,1985-07-07,11109
17376,BENJAMIN,SMITH,1988-09-17,11226
17377,PATRICK,TERRY,1987-08-15,11226
17378,KENNETH,WILLIAMS,1965-08-03,11226
17379,ROBERT,WALTON,1998-03-24,11226
17380,JASON,SANTOS,1999-01-11,11377
17381,JOSEPH,WALLACE,1999-10-30,11227
17382,LOUIS,BROWN,1973-08-14,11109
17383,ALAN,RUIZ,1977-03-15,11227
17384,BRIAN,JACKSON,1983-01-18,11377
17385,ROGER,LANCASTER,1964-01-12,11227
17386,DAVID,SALINAS,1979-09-17,11227
17387,RAYMOND,BENTLEY,1964-01-28,11226
17388,MATTHEW,CHRISTIAN,1964-02-06,11109
17389,RONALD,SMITH,1954-01-11,11109
17390,ANTHONY,ROBINSON,1962-05-04,11226
17391,MICHAEL,CRUZ,1958-05-11,11226
17392,JOHN,BENTLEY,1941-07-12,11377
17393,ROGER,THOMPSON,1983-05-30,11227
17394,STEVEN,LOGAN,1962-06-24,11226
17395,KEVIN,BOOKER,1952-06-22,11227
17396,JOHN,OLIVER,1976-03-31,11226
17397,KENNETH,PETERSON,1972-04-03,11227
17398,DAVID,ROBINSON,1975-02-10,11109
17399,TODD,GUZMAN,1979-03-11,11377
17400,JOE,WILLIS,1995-03-16,11226
17401,PAUL,HOWELL,1975-05-22,11227
17402,GARY,DIXON,1969-02-13,11226
17403,JOHN,WYNN,1963-05-19,11377
17404,JASON,EVERETT,1954-05-07,11377
17405,FRED,BAUER,1957-10-18,11226
17406,SCOTT,FRANCO,1952-08-09,11227
17407,RONALD,COX,1987-11-21,11227
17408,ANTHONY,BOYD,1949-07-16,11377
17409,ALBERT,JENKINS,1962-04-15,11226
17410,PATRICK,BUTLER,1977-10-07,11226
17411,JOSEPH,SIMMONS,1989-11-09,11226
17412,MICHAEL,SMITH,1976-04-18,11226
17413,EDWARD,DOWNS,1960-11-08,11226
17414,BRIAN,BROWN,1972-11-16,11227
17415,MARK,GOMEZ,1971-05-22,11377
17416,MICHAEL,SCHULTZ,1974-07-28,11226
17417,WILLIE,WILLIAMS,1944-08-29,11226
17418,JAMES,KING,1987-09-20,11226
17419,JOHN,CALDWELL,1972-11-26,11226
17420,WILLIAM,JACKSON,1944-12-01,11226
17421,HAROLD,LOPEZ,1989-11-07,11226
17422,HENRY,NORTON,1980-10-09,11226
17423,LAWRENCE,REED,1970-01-21,11226
17424,JOHN,TAYLOR,1984-01-10,11227
17425,JAMES,MOORE,1969-10-28,11226
17426,MARK,SMITH,1983-07-15,11109
17427,PETER,STONE,1993-01-21,11226
17428,JAMES,NGUYEN,1964-07-16,11226
17429,ROGER,KIRK,1958-10-03,11226
17430,CHRISTOPHER,JACKSON,1975-06-12,11377
17431,HARRY,MCKINNEY,1951-01-24,11227
17432,STEPHEN,BARRERA,1990-09-21,11226
17433,ROBERT,WAGNER,1946-03-05,11109
17434,ERIC,ANDERSON,1994-06-20,11377
17435,JOHN,HERNANDEZ,1950-01-17,11226
17436,MICHAEL,HARRIS,1983-05-27,11109
17437,JEFFREY,HUFFMAN,1963-07-27,11226
17438,LARRY,CARPENTER,1991-06-25,11226
17439,JOSEPH,GARCIA,1959-10-15,11227
17440,RICHARD,JOHNSON,1973-10-07,11377
17441,GEORGE,SHANNON,1980-11-29,11226
17442,RUSSELL,MILLER,1998-12-05,11227
17443,TERRY,TUCKER,1990-08-25,11227
17444,JAMES,POTTER,1988-10-09,11226
17445,HARRY,WEBSTER,1998-04-27,11226
17446,HAROLD,BECK,1992-11-29,11227
17447,JEFFREY,HAYES,1984-08-19,11226
17448,FRED,DIAZ,1945-12-05,11226
17449,WALTER,ORTIZ,1992-08-16,11226
17450,RICHARD,MORGAN,1948-12-24,11226
17451,ROGER,JACKSON,1951-11-26,11226
17452,ARTHUR,BARTLETT,1946-09-02,11226
17453,RONALD,GREEN,1949-06-17,11377
17454,MARK,SHAFFER,1959-03-12,11226
17455,JEFFREY,BUCKNER,1997-08-19,11226
17456,THOMAS,BLAKE,1960-11-22,11227
17457,HOWARD,HARVEY,1952-02-25,11109
17458,ROY,HAMMOND,1954-09-03,11226
17459,JOHN,DELACRUZ,1953-03-13,11226
17460,GEORGE,TYLER,1941-12-19,11227
17461,JOSHUA,TOWNSEND,1941-06-25,11226
17462,MARK,GOMEZ,1987-09-04,11226
17463,JOHNNY,STEVENSON,1954-11-09,11226
17464,JONATHAN,NORMAN,1963-04-12,11226
17465,THOMAS,JARVIS,1951-07-01,11109
17466,MICHAEL,HUDSON,1988-04-08,11227
17467,JERRY,BAKER,1968-07-07,11226
17468,DOUGLAS,RODRIGUEZ,1940-07-08,11226
17469,RICHARD,ROBERTS,1993-11-21,11226
17470,DANIEL,NGUYEN,1958-12-29,11226
17471,EDWARD,PEREZ,1943-03-31,11109
17472,FRANK,MORRIS,1981-12-20,11377
17473,GEORGE,MCKNIGHT,1947-07-26,11226
17474,JOSEPH,HOWE,1976-05-06,11227
17475,JAMES,RIDDLE,1981-08-01,11226
17476,FRANK,WRIGHT,1986-04-09,11109
17477,JERRY,CHERRY,1949-07-20,11377
17478,BRIAN,SMITH,1957-12-06,11226
17479,GARY,YOUNG,1943-05-26,11226
17480,GEORGE,BUCKLEY,1991-12-15,11226
17481,DANIEL,BERGER,1962-01-06,11226
17482,WILLIE,ANDREWS,1975-04-22,11227
17483,DAVID,MORRIS,1980-08-08,11227
17484,WILLIAM,KIM,1942-07-06,11109
17485,SCOTT,MASON,1993-02-14,11227
17486,JAMES,GRAVES,1975-01-05,11227
17487,JOSE,JONES,1953-04-26,11226
17488,WILLIAM,ERICKSON,1966-03-31,11377
17489,SEAN,PHILLIPS,1958-02-08,11377
17490,ROBERT,MCDONALD,1965-06-21,11226
17491,FRANK,KIRBY,1987-04-21,11377
17492,VICTOR,SMITH,1946-07-14,11227
17493,MATTHEW,LUCAS,1953-01-05,11227
17494,WILLIAM,MCCARTHY,1999-07-06,11226
17495,JERRY,CHAPMAN,1958-10-23,11226
17496,JAMES,DAVIS,1987-05-18,11377
17497,FRANK,ROSE,1961-07-28,11226
17498,HARRY,PARKER,1994-08-06,11109
17499,HARRY,MANN,1985-07-20,11377
17500,AARON,OWEN,1953-11-15,11226
17501,JOHN,WATKINS,1960-10-03,11226
17502,JOSEPH,MOORE,1993-10-31,11109
17503,GREGORY,HALL,1940-03-18,11109
17504,RAYMOND,RODRIGUEZ,1979-09-27,11226
17505,SCOTT,BROWN,1990-07-17,11226
17506,EUGENE,GRAHAM,1952-02-17,11226
17507,KENNETH,STUART,1954-07-06,11226
17508,JOHN,JONES,1995-06-19,11226
17509,FRANK,ORR,1955-03-31,11377
17510,DONALD,RAY,1940-05-13,11109
17511,ERNEST,SHARP,1996-12-22,11109
17512,SAMUEL,SINGLETON,1999-06-21,11226
17513,DAVID,FISCHER,1995-06-03,11377
17514,WILLIE,BARNES,1970-01-27,11377
17515,DANIEL,CALDWELL,1989-03-28,11226
17516,JOE,ROGERS,1997-10-28,11226
17517,RUSSELL,LEWIS,1952-11-26,11227
17518,LOUIS,AYERS,1944-06-24,11226
17519,DONALD,JOHNSON,1962-07-31,11377
17520,MARK,BUCKLEY,1982-11-27,11227
17521,JAMES,ANDERSON,1992-11-01,11226
17522,EDWARD,TAYLOR,1966-06-15,11226
17523,JONATHAN,JOHNSON,1948-05-09,11109
17524,JONATHAN,ADAMS,1972-06-23,11226
17525,MATTHEW,REYES,1998-04-21,11226
17526,DAVID,HOPKINS,1962-05-19,11226
17527,PAUL,SUMMERS,1951-07-09,11109
17528,JOSEPH,PEREZ,1969-08-30,11226
17529,RICHARD,ROSS,1996-10-03,11227
17530,CHARLES,NEWMAN,1956-11-11,11226
17531,DAVID,AGUILAR,1988-09-24,11226
17532,MICHAEL,MITCHELL,1943-08-30,11227
17533,CHARLES,HENDERSON,1974-07-22,11227
17534,PAUL,SIMON,1976-08-18,11227
17535,WAYNE,WARNER,1945-07-13,11226
17536,RONALD,GRAHAM,1993-07-23,11226
17537,JUAN,LAWSON,1991-01-21,11226
17538,DAVID,MITCHELL,1959-09-27,11109
17539,CLARENCE,SHEPARD,1967-02-06,11227
17540,GEORGE,DAWSON,1983-10-26,11226
17541,ALAN,LEWIS,1964-11-10,11377
17542,JAMES,IRWIN,1966-04-01,11377
17543,THOMAS,HUNT,1998-06-04,11226
17544,GEORGE,SMITH,1962-01-16,11226
17545,JOHN,MAY,1958-08-18,11377
17546,CARLOS,FLOWERS,1951-10-30,11226
17547,MICHAEL,LUCAS,1961-05-02,11226
17548,JOSEPH,MITCHELL,1971-02-24,11226
17549,PHILIP,MCPHERSON,1961-05-17,11226
17550,PETER,CHAVEZ,1945-09-11,11226
17551,EUGENE,ARMSTRONG,1970-10-17,11227
17552,PETER,JOHNSON,1974-01-14,11226
17553,TIMOTHY,FISCHER,1969-12-18,11109
17554,RICHARD,RYAN,1954-09-23,11377
17555,RONALD,SMITH,1962-09-23,11226
17556,JAMES,BURNS,1987-12-20,11226
17557,HENRY,LEE,1942-12-15,11377
17558,THOMAS,MATTHEWS,1947-03-17,11226
17559,RONALD,GREEN,1982-01-18,11226
17560,ALBERT,GOMEZ,1979-03-17,11377
17561,JOSE,WILSON,1968-03-11,11109
17562,GEORGE,SCOTT,1948-01-28,11226
17563,JEFFREY,VEGA,1974-05-30,11226
17564,LARRY,MCGEE,1977-02-24,11226
17565,SCOTT,SMITH,1962-02-02,11226
17566,RONALD,AGUILAR,1992-12-05,11377
17567,JAMES,JOHNSON,1984-02-29,11226
17568,KEVIN,ROBINSON,1983-07-08,11226
17569,KENNETH,SMITH,1981-07-06,11226
17570,TIMOTHY,CANTRELL,1990-12-06,11226
17571,CHARLES,MACIAS,1945-04-15,11227
17572,MATTHEW,LEACH,1981-12-25,11226
17573,JOHN,WALKER,1996-04-09,11226
17574,THOMAS,HAYES,1941-08-27,11377
17575,CHARLES,PACHECO,1956-01-19,11377
17576,MARK,CARTER,1982-07-31,11226
17577,WILLIAM,STEPHENS,1965-07-25,11227
17578,HAROLD,MITCHELL,1980-08-18,11227
17579,JAMES,SANTANA,1972-08-06,11226
17580,KENNETH,DIXON,1961-06-15,11227
17581,JAMES,BRADLEY,1967-11-03,11377
17582,RICHARD,PAYNE,1994-04-15,11226
17583,ROGER,ADAMS,1977-11-12,11377
17584,WILLIAM,TALLEY,1959-08-05,11109
17585,PAUL,ARMSTRONG,1964-06-16,11227
