firstname,surname,birthdate,zip_codes
MICHAEL,WYNN,1/22/88,11109
WILLIAM,GREEN,12/20/78,11377
RICHARD,WOOD,10/2/71,11226
JOHN,MALONE,12/23/87,11226
RANDY,STEVENSON,2/7/43,11226
ANTHONY,PORTER,8/30/65,11109
LARRY,MIRANDA,7/28/64,11109
ANTHONY,MADDOX,9/11/64,11226
JUSTIN,WIGGINS,10/19/77,11377
EDWARD,WILSON,8/3/62,11226
DAVID,GUERRA,8/5/50,11226
CHARLES,WELLS,2/7/47,11226
WILLIAM,BARRETT,1/24/78,11226
DAVID,CLARK,11/27/54,11227
LARRY,MEDINA,6/18/57,11226
WILLIAM,JONES,3/1/58,11109
JOHN,SANDERS,6/30/56,11226
DONALD,WOLFE,8/5/68,11227
KEVIN,ALFORD,11/8/87,11109
WILLIAM,JACKSON,8/9/45,11226
ERIC,SMITH,3/21/45,11377
FRANK,COOLEY,2/24/55,11227
JASON,HODGES,8/31/60,11227
JOHN,VASQUEZ,9/27/99,11377
THOMAS,CASEY,2/13/49,11377
STEPHEN,PERRY,12/17/89,11109
DAVID,DAVIS,8/23/70,11226
CARL,LIVINGSTON,2/14/55,11377
WILLIAM,MORIN,5/7/54,11227
JOSHUA,MASON,6/26/59,11226
ERIC,MADDOX,1/26/69,11226
BOBBY,JENNINGS,9/25/92,11377
CARLOS,SMITH,9/29/41,11226
ROBERT,DIXON,5/30/40,11227
DANIEL,LANE,1/25/81,11377
CLARENCE,COLEMAN,2/14/68,11226
NICHOLAS,WHITE,1/2/79,11227
JACK,STONE,12/3/46,11226
BRANDON,OLIVER,10/5/71,11227
JAMES,GARDNER,8/20/73,11226
RAYMOND,JACKSON,4/17/70,11377
JAMES,WRIGHT,11/8/70,11109
JAMES,MILLER,6/4/56,11226
LARRY,CARR,9/4/52,11226
CHARLES,MARTIN,3/5/88,11226
PAUL,MASSEY,11/19/73,11226
TERRY,ONEIL,5/8/78,11226
JOHN,GREEN,8/25/84,11226
CLARENCE,BOYD,4/11/73,11226
MICHAEL,MCCRAY,4/15/48,11226
JERRY,THORNTON,1/23/65,11226
STEPHEN,THOMAS,12/13/99,11227
SEAN,MILLS,4/9/91,11226
JEREMY,ROSS,5/6/87,11109
MARK,GARCIA,5/26/95,11226
ROBERT,DAVIS,8/17/45,11226
RICHARD,GARCIA,3/15/84,11226
ANTHONY,WILLIAMS,1/31/48,11226
JAMES,FORD,6/28/63,11226
JOSEPH,WILKERSON,4/28/95,11226
GEORGE,PECK,10/20/76,11227
RICHARD,THOMPSON,1/13/62,11226
BRIAN,MATHEWS,8/13/77,11227
EDWARD,JONES,3/30/80,11109
MICHAEL,STEWART,8/19/73,11226
SCOTT,JORDAN,12/9/75,11226
JAMES,WILLIAMS,9/21/76,11226
ANTHONY,HULL,12/9/51,11226
SCOTT,MCKINNEY,12/18/89,11226
ANDREW,CLARK,1/24/68,11226
WILLIAM,VEGA,11/27/74,11226
DAVID,ROBERTS,6/6/60,11227
WILLIAM,HOLMES,11/23/86,11226
WILLIE,ROSA,10/24/72,11227
SEAN,DOUGLAS,12/30/61,11226
EDWARD,MITCHELL,5/26/82,11109
MICHAEL,ROY,11/17/60,11226
JOSE,PETERSON,11/3/53,11377
DAVID,WILLIAMS,1/31/71,11227
JAMES,MILLER,10/24/82,11227
ADAM,RODRIGUEZ,2/25/70,11377
EARL,MONTGOMERY,2/25/92,11226
WILLIE,CLARK,12/6/95,11226
MICHAEL,FARMER,7/31/88,11227
JONATHAN,ROBINSON,6/14/97,11377
PAUL,GILLESPIE,9/25/45,11226
CHRISTOPHER,JONES,3/26/80,11226
GEORGE,WALKER,4/22/44,11227
JONATHAN,CARRILLO,7/23/81,11226
CHARLES,HALL,9/7/65,11226
WILLIAM,WILLIAMS,5/26/85,11227
DAVID,PETERS,9/10/98,11226
WILLIAM,SOLIS,5/29/85,11226
ANDREW,MILLER,8/6/81,11226
KENNETH,SMITH,9/8/50,11227
MICHAEL,ELLIOTT,11/29/97,11226
ROBERT,HENSLEY,12/23/60,11377
ROBERT,GRAY,6/30/46,11227
CARLOS,LEE,4/17/53,11226
JAMES,MILLER,12/30/91,11226
HARRY,WILLIAMS,5/1/67,11377
KEVIN,PITTS,3/13/83,11226
JONATHAN,MAXWELL,2/12/76,11226
DENNIS,BOYD,2/2/59,11226
KEVIN,BOYD,12/21/96,11109
CARL,HOLMES,12/28/82,11226
BILLY,WATERS,1/20/71,11377
JOSEPH,DAVIS,2/17/70,11377
PATRICK,HORN,11/1/70,11109
JOHN,STEVENS,2/6/80,11377
MICHAEL,KELLY,1/19/72,11226
BRIAN,HARRIS,6/10/94,11109
WILLIAM,DILLARD,12/1/85,11226
ANTONIO,BOOTH,4/3/77,11226
ROBERT,WOODS,1/26/45,11226
RAYMOND,SMITH,3/23/92,11226
RUSSELL,MCKENZIE,12/15/65,11226
EDWARD,ANDREWS,3/14/97,11227
ROBERT,BARNES,9/3/59,11226
CHARLES,MURRAY,7/10/86,11226
TIMOTHY,THOMPSON,7/20/99,11226
CHRISTOPHER,WALL,2/26/90,11109
JOSE,SULLIVAN,5/25/65,11227
DAVID,HUFFMAN,10/14/45,11226
DANIEL,RODRIGUEZ,3/5/59,11226
PETER,HERNANDEZ,7/28/50,11226
JOSHUA,THOMPSON,9/12/75,11226
MARK,DUNN,11/29/67,11377
MICHAEL,ALLISON,11/27/49,11226
ROGER,REYNOLDS,2/8/82,11226
GARY,ENGLAND,2/6/54,11226
GEORGE,BARNES,5/2/87,11109
BRIAN,MILLER,3/23/98,11226
BOBBY,KNIGHT,2/28/70,11226
THOMAS,GLOVER,4/22/85,11226
STEPHEN,CARTER,6/28/77,11109
STEVEN,WILSON,8/23/94,11226
GEORGE,NOBLE,10/14/45,11226
MARK,DUNN,5/22/90,11226
JASON,RICHARD,3/15/99,11226
DANIEL,BOWERS,9/13/52,11109
JACK,FREEMAN,11/1/91,11226
CHRISTOPHER,PARKER,1/29/98,11226
DANIEL,BANKS,6/15/65,11226
JAMES,PHILLIPS,2/17/41,11226
JEFFREY,JONES,3/26/66,11109
TODD,PACE,3/1/92,11226
JOSHUA,LEVY,10/2/67,11226
ROBERT,WILLIS,6/18/46,11226
CHRISTOPHER,WEBER,8/5/89,11226
FRANK,TODD,9/2/43,11226
JOHN,GREEN,11/24/62,11227
JEFFREY,BRITT,3/22/44,11377
ROBERT,JOHNSON,7/7/58,11226
ROBERT,FISHER,2/16/58,11227
CARLOS,REEVES,4/8/55,11227
MARTIN,MEYER,4/7/64,11377
ROBERT,PIERCE,4/9/57,11377
THOMAS,HERNANDEZ,8/4/59,11109
FRED,PAYNE,12/11/56,11377
MICHAEL,JIMENEZ,6/26/64,11377
STEVE,WALKER,10/14/85,11226
WILLIAM,OWEN,8/31/48,11227
TERRY,FLOYD,3/14/54,11226
ROBERT,SWANSON,7/3/71,11226
MICHAEL,DAVIS,8/23/60,11226
CARL,WILLIAMS,3/22/49,11227
GARY,WILSON,1/4/50,11226
ROBERT,MARTIN,5/6/96,11226
ROGER,ANDERSON,12/4/49,11226
JOHN,HAYES,1/1/69,11226
WALTER,SHEPHERD,8/14/65,11226
ANDREW,BARNETT,11/7/60,11227
GARY,JACOBS,5/12/63,11226
MATTHEW,WOOD,8/16/74,11226
JAMES,ORTEGA,10/13/87,11226
JOSEPH,HALL,10/27/97,11226
WALTER,FLORES,8/10/72,11226
ARTHUR,JOHNSON,3/10/79,11227
LARRY,REYES,6/4/61,11226
ANTONIO,RUIZ,3/4/54,11109
CHRISTOPHER,JONES,9/14/87,11226
PHILIP,SAWYER,3/9/86,11377
MICHAEL,STEVENS,12/17/46,11226
KENNETH,SMITH,5/27/74,11226
BRANDON,MCDONALD,7/1/88,11377
ROBERT,WILSON,7/1/66,11226
CHARLES,WINTERS,11/25/50,11227
STEPHEN,REED,4/16/99,11109
EDWARD,BROWN,10/31/60,11377
KENNETH,GLASS,8/11/79,11227
EDWARD,DANIEL,4/12/62,11227
THOMAS,JAMES,6/2/66,11226
JOSE,TAYLOR,7/16/99,11226
JOHN,LARSEN,10/18/92,11226
DAVID,HAWKINS,5/5/81,11226
BENJAMIN,BASS,9/14/87,11226
JOHN,BAILEY,5/6/75,11109
ALBERT,CHAVEZ,12/9/57,11226
WILLIAM,CARDENAS,7/6/53,11226
JAMES,MEYER,9/12/95,11109
MICHAEL,SMITH,3/20/76,11226
JAMES,KELLY,1/31/77,11226
JAMES,WEBB,11/26/69,11226
ERIC,GARCIA,5/6/99,11226
CHARLES,FLOYD,11/22/99,11226
DAVID,UNDERWOOD,3/19/58,11227
MICHAEL,GOLDEN,3/19/46,11226
RICHARD,HEAD,3/26/42,11226
STEVEN,COOPER,11/21/55,11377
JAMES,DIXON,10/22/69,11377
CHARLES,ROBERTS,11/7/63,11377
JASON,ACEVEDO,3/23/66,11226
ROBERT,LOPEZ,4/1/59,11227
ROBERT,WELLS,4/18/88,11109
LAWRENCE,BRENNAN,9/9/76,11226
ERIC,COOK,9/26/41,11226
BENJAMIN,NICHOLS,12/14/76,11227
CHRISTOPHER,CLARK,3/6/60,11226
MICHAEL,BRYANT,11/19/93,11226
JASON,BLEVINS,3/29/64,11227
EDWARD,LARA,7/9/73,11226
CHRISTOPHER,KELLY,5/6/89,11109
ALAN,MILLER,10/4/95,11109
CHARLES,GONZALES,11/18/43,11109
ADAM,KIRKLAND,10/25/98,11226
FRANK,SIMMONS,1/23/51,11226
CHRISTOPHER,BROWN,8/3/65,11226
ROGER,KIRK,5/31/49,11226
JEFFREY,JOHNSON,4/23/92,11227
JOSEPH,BROWN,6/30/83,11226
ROBERT,PARK,3/28/81,11227
JEREMY,COLLINS,8/20/63,11226
DAVID,HULL,11/7/82,11226
EDWARD,COMPTON,1/24/41,11377
BRUCE,WEAVER,10/18/88,11377
JAMES,JOHNSON,6/23/86,11226
DAVID,JACKSON,10/9/78,11226
KENNETH,CUMMINGS,4/12/56,11226
FRANK,HOUSTON,12/30/50,11226
DAVID,NELSON,12/23/89,11109
JOHN,WASHINGTON,1/3/80,11377
DAVID,KLEIN,9/11/78,11377
JOSEPH,STOKES,8/26/97,11109
WAYNE,CHARLES,12/13/91,11226
DAVID,DICKERSON,7/3/98,11226
HENRY,GRAVES,5/26/46,11109
PETER,HALL,7/2/57,11226
GARY,SWEENEY,4/18/67,11227
WILLIAM,CLINE,1/31/85,11227
JOHN,GARDNER,8/22/40,11226
WILLIAM,JAMES,7/21/80,11226
MICHAEL,JONES,6/25/73,11227
JOHN,HARRINGTON,9/30/67,11226
CARLOS,STANTON,6/30/78,11109
RANDY,REED,1/28/57,11109
DAVID,HUMPHREY,7/30/57,11109
BRANDON,SMITH,1/17/84,11226
CHARLES,GARCIA,2/5/65,11226
GREGORY,COOPER,10/21/75,11377
EDWARD,YOUNG,4/9/84,11226
JOHN,SMITH,9/15/50,11227
MATTHEW,LANCASTER,12/10/76,11227
FRED,HARRIS,11/3/92,11109
KEVIN,TAYLOR,9/8/40,11227
GREGORY,LYNCH,1/1/65,11109
DAVID,WILEY,7/18/80,11226
ADAM,RICE,4/29/72,11377
THOMAS,TURNER,8/15/93,11227
MARK,DOMINGUEZ,9/27/72,11226
CHRISTOPHER,STEPHENSON,1/9/70,11226
RUSSELL,JACKSON,3/9/61,11377
ANTHONY,ROBINSON,2/4/65,11227
JAMES,VARGAS,12/6/76,11226
MICHAEL,WILSON,11/14/49,11227
PETER,MARTINEZ,9/8/93,11226
JOSEPH,HUBBARD,7/29/67,11226
VICTOR,MORIN,12/30/77,11226
JAMES,FARRELL,9/1/87,11226
PAUL,HUMPHREY,2/5/75,11226
ROBERT,JONES,4/6/72,11226
STEPHEN,JUAREZ,5/24/92,11226
JONATHAN,GARCIA,3/9/51,11377
JOSEPH,BARNETT,11/8/69,11226
JAMES,TORRES,2/15/99,11109
JOHN,GIBSON,4/18/60,11227
MARK,DAVIS,4/18/84,11226
TIMOTHY,MICHAEL,12/14/84,11227
STEPHEN,DAVIS,1/9/71,11226
DANIEL,HUBBARD,9/2/62,11226
JOHN,ROMERO,9/16/85,11226
JOHN,WALLACE,7/27/54,11226
KEVIN,CROSS,8/28/44,11109
DAVID,HARMON,9/29/58,11109
GEORGE,LINDSAY,11/17/74,11226
MICHAEL,JONES,8/29/56,11226
STEPHEN,FLYNN,7/24/50,11226
BRANDON,FARMER,8/22/97,11226
ANTHONY,BROWN,3/19/50,11109
BRUCE,CARROLL,6/26/75,11226
KENNETH,PETERSON,10/6/87,11227
TIMOTHY,MURRAY,7/15/60,11227
DONALD,GENTRY,4/17/79,11227
CHRISTOPHER,RILEY,7/30/44,11109
BRIAN,LEWIS,8/13/73,11226
DONALD,HANEY,6/20/91,11377
GREGORY,FLEMING,4/4/45,11226
RICHARD,JACKSON,3/24/90,11226
ROBERT,LEWIS,6/6/75,11226
CHARLES,FREDERICK,11/18/96,11377
MARK,COLE,1/29/58,11377
JERRY,SCHROEDER,5/9/77,11109
BRANDON,SMITH,3/22/91,11227
SEAN,GARCIA,2/6/50,11109
GREGORY,HARVEY,11/29/92,11226
JAMES,ALSTON,11/26/41,11226
SAMUEL,FRANK,6/24/91,11226
RYAN,GUY,12/4/91,11227
DOUGLAS,RIVERA,7/4/67,11226
FRED,WONG,12/25/57,11109
KEVIN,CHERRY,2/26/58,11377
TERRY,MORRIS,8/1/99,11377
JEFFREY,THOMAS,10/28/54,11226
JOE,WARREN,7/6/51,11226
EDWARD,BUTLER,10/8/43,11227
JAMES,DIAZ,5/21/65,11226
LARRY,BANKS,5/22/46,11226
WILLIAM,HALL,1/3/69,11109
PETER,LITTLE,11/3/46,11227
JOHN,PHELPS,10/26/90,11226
JOHN,JONES,12/1/58,11227
RALPH,ROACH,11/26/54,11226
MICHAEL,WALTER,9/19/44,11109
JEFFREY,HOLMES,9/30/53,11227
ERIC,OSBORN,10/12/76,11226
ROBERT,HOWE,10/27/41,11226
MICHAEL,STEWART,2/23/58,11227
WILLIAM,WELCH,1/17/59,11226
MARK,GRIFFIN,6/17/54,11109
HENRY,NORMAN,5/15/82,11377
WILLIE,PATE,12/6/94,11226
JOSEPH,KELLY,6/2/51,11377
ANDREW,JOHNSON,6/11/55,11227
RICHARD,WARD,1/28/50,11377
PETER,CHEN,5/2/86,11227
HOWARD,JOHNSON,1/1/42,11377
BRIAN,FOSTER,10/12/90,11226
GARY,CAIN,4/25/69,11377
WILLIAM,PITTS,12/28/46,11226
SEAN,ROBINSON,9/15/71,11377
CHRISTOPHER,CASTANEDA,4/15/68,11226
DONALD,DURHAM,12/24/65,11226
THOMAS,CLEMONS,7/22/63,11226
DENNIS,CANTU,9/17/41,11227
MICHAEL,THOMAS,12/31/65,11226
STEVE,BISHOP,7/12/53,11227
JOE,MCCORMICK,6/20/98,11227
SAMUEL,MURPHY,10/15/92,11226
STEPHEN,MASON,6/9/70,11377
MARK,WEBSTER,2/18/86,11227
SCOTT,MANN,12/31/90,11227
JAMES,BROWN,11/30/57,11109
JACK,PIERCE,7/23/42,11227
ROBERT,COOPER,2/8/57,11226
RICHARD,RAMOS,10/6/63,11109
TIMOTHY,HARMON,8/7/59,11227
CHARLES,CALDERON,6/17/57,11226
PAUL,MORRIS,3/28/69,11226
EARL,HILL,9/16/61,11226
WILLIAM,STEVENS,5/23/86,11226
ROGER,JOHNSON,2/12/79,11227
DONALD,JOYNER,7/5/40,11226
LARRY,SHEPHERD,1/15/69,11226
JAMES,WOODS,9/29/51,11226
JOHN,HANSEN,7/5/93,11226
RICHARD,MORALES,11/24/86,11226
JAMES,WALTER,2/20/92,11227
JACK,KING,10/20/52,11227
BRIAN,BLACK,1/1/67,11226
JOHN,CALDWELL,2/1/93,11226
JAMES,MORSE,7/31/55,11227
GERALD,CAMERON,10/26/41,11377
DANIEL,TORRES,9/25/84,11109
JACK,HUGHES,2/11/74,11226
DAVID,COLLINS,7/20/68,11109
EDWARD,SMITH,6/12/88,11227
BRIAN,WILLIAMS,6/27/84,11227
THOMAS,MANNING,10/2/77,11227
MATTHEW,RODGERS,11/26/92,11226
JOHN,MILLER,3/6/89,11109
THOMAS,HOLT,6/3/47,11227
JOHN,SMITH,9/10/86,11377
JAMES,MILLS,2/1/69,11227
CHARLES,YOUNG,7/13/84,11226
STEVE,COX,9/3/59,11226
TERRY,GUZMAN,5/29/76,11227
RAYMOND,TODD,4/1/69,11226
JERRY,GLENN,8/16/54,11226
BRIAN,MILLER,3/16/48,11227
RICHARD,CLINE,3/9/71,11109
DAVID,JOSEPH,11/25/94,11109
MATTHEW,HAYS,6/29/43,11226
WILLIAM,BRADLEY,1/1/86,11109
MARK,DUNN,2/2/56,11109
JAMES,MCLEOD,9/23/94,11226
HARRY,WHITE,2/17/54,11226
JERRY,RICHARDS,12/18/65,11109
JOSHUA,MAY,2/14/58,11227
JACK,BERRY,11/8/42,11226
GARY,WOOD,1/20/82,11227
JOHNNY,CONNER,7/30/63,11226
JOSEPH,SANDERS,1/22/75,11226
JOSE,BECK,5/16/91,11109
JOHN,ANDERSON,7/31/92,11377
CHRISTOPHER,YOUNG,6/23/54,11226
JOE,GRAY,12/23/62,11109
JOHN,PETERSON,2/10/59,11226
BRANDON,HUNTER,8/23/40,11109
DANIEL,BROCK,4/8/55,11227
WILLIAM,COMPTON,1/16/56,11109
RICHARD,MYERS,4/15/59,11226
STEVE,BROWN,11/25/82,11377
JOSHUA,ROGERS,11/18/44,11226
CHARLES,WILLIAMS,3/26/66,11377
LARRY,JUSTICE,4/30/98,11377
GREGORY,COOPER,3/15/54,11226
EDWARD,WALKER,3/21/50,11226
ANTHONY,SCOTT,10/4/43,11226
SCOTT,THOMPSON,9/1/64,11377
PHILIP,FREEMAN,8/26/80,11109
JOHN,JOHNSON,5/2/82,11226
DAVID,MORALES,12/19/77,11226
JOHN,HARRIS,2/2/70,11377
JONATHAN,SMITH,8/1/69,11226
JOHN,SMALL,6/23/64,11226
JOSHUA,CROSS,2/10/74,11227
SAMUEL,NASH,6/6/88,11227
ANTHONY,BROWN,1/25/43,11109
WILLIAM,BROWN,1/13/49,11226
JOHN,PETERSON,6/14/96,11226
BILLY,GARZA,1/24/58,11226
WILLIE,WADE,5/18/42,11377
MARK,LEVY,11/27/76,11109
JOHN,CANNON,7/10/81,11226
ADAM,THOMAS,10/30/53,11226
ANDREW,SMITH,2/17/81,11109
ROBERT,DAVIS,9/11/87,11226
JEFFREY,LEE,9/25/83,11226
JAMES,RODRIGUEZ,10/21/68,11377
JOHN,JACKSON,8/3/52,11226
TERRY,HOOD,12/24/97,11227
CHRISTOPHER,RICE,8/10/98,11226
GEORGE,CHARLES,9/11/88,11227
CHRISTOPHER,DAVIS,3/14/72,11109
JOHN,REYNOLDS,2/13/78,11226
MICHAEL,ANDERSON,9/16/69,11226
PETER,MARTIN,5/30/93,11226
PAUL,SOSA,1/4/82,11109
FRANK,BALL,6/15/74,11227
RICHARD,HAMILTON,6/30/50,11226
JAMES,PARSONS,9/18/93,11226
ROBERT,JOHNSON,10/30/73,11226
DAVID,DAVIS,2/21/82,11227
DANIEL,SMITH,6/19/43,11109
ROBERT,HOLCOMB,1/2/68,11226
RAYMOND,LEONARD,5/14/72,11227
MICHAEL,SANCHEZ,12/10/68,11377
JAMES,MILLER,2/26/85,11227
JAMES,PERRY,6/14/78,11226
THOMAS,TAYLOR,7/13/97,11377
KENNETH,MURPHY,9/14/44,11226
KENNETH,MURPHY,8/8/57,11109
JOE,PIERCE,11/11/40,11227
JAMES,HUDSON,5/28/64,11226
JERRY,LEWIS,9/29/80,11226
DONALD,GALLOWAY,6/8/48,11227
JOHN,COHEN,2/4/80,11226
MARTIN,MARTIN,1/2/72,11377
ROGER,HUNTER,11/15/78,11226
JOHN,SANDERS,8/1/57,11377
JASON,RODRIGUEZ,7/19/99,11377
JOHNNY,ROBERTS,2/6/90,11226
CHRIS,GREEN,7/18/75,11226
MICHAEL,BROWN,4/18/51,11226
ANDREW,GLASS,12/25/73,11226
JERRY,MOORE,5/27/79,11227
DOUGLAS,WELCH,4/25/58,11109
BILLY,MARTINEZ,12/10/86,11377
MATTHEW,SANCHEZ,2/25/79,11377
RANDY,BOLTON,7/13/63,11377
PATRICK,STEPHENS,11/29/95,11226
JAMES,OLSON,9/8/68,11226
THOMAS,FORD,10/4/86,11377
KEVIN,STONE,9/9/78,11109
GARY,PERRY,9/6/61,11226
DAVID,TORRES,3/22/57,11109
JOHN,ALLEN,3/28/41,11227
ARTHUR,RICHARDSON,12/9/88,11227
JASON,FRANKLIN,6/24/93,11226
TIMOTHY,TORRES,9/8/76,11377
LARRY,SIMPSON,2/17/46,11227
ALBERT,BARKER,3/19/61,11226
MATTHEW,CARTER,5/4/98,11226
JOHN,CARR,5/28/57,11109
WILLIE,SUTTON,3/6/42,11226
DAVID,MATTHEWS,4/27/99,11109
BRIAN,BENTON,1/17/70,11377
ROBERT,WILSON,11/26/95,11109
JOHN,FOSTER,7/16/62,11226
BILLY,JOHNSON,10/29/94,11227
DAVID,NEWMAN,7/5/94,11226
STEVEN,DAVIS,10/16/79,11226
ANDREW,JENSEN,7/10/52,11377
KEITH,BOWERS,3/5/69,11377
ROBERT,BAKER,9/24/73,11109
RONALD,TORRES,10/27/41,11109
ANTHONY,MILLER,10/14/92,11226
MICHAEL,BROWN,10/28/56,11226
KEITH,SMITH,5/3/89,11109
WAYNE,POWELL,2/6/84,11226
STEVEN,WILCOX,9/12/68,11226
GEORGE,BROWN,1/7/41,11227
ROBERT,GUTIERREZ,1/15/60,11377
KENNETH,WILLIAMS,12/13/48,11109
MICHAEL,SMITH,8/10/52,11226
ANTONIO,CAIN,1/10/90,11226
GEORGE,FOSTER,10/5/93,11226
LARRY,PALMER,3/8/53,11227
WILLIAM,CANNON,6/10/90,11226
JOSEPH,GRAVES,8/16/60,11227
MARK,CARTER,11/4/78,11226
SCOTT,SOTO,5/15/54,11109
JEFFREY,STANLEY,11/13/82,11109
THOMAS,JOHNSON,9/28/43,11109
SAMUEL,MILLER,3/7/67,11227
MICHAEL,HALL,8/20/73,11226
GARY,JONES,9/18/71,11227
WILLIE,WEBSTER,5/25/64,11226
BILLY,MCKINNEY,7/19/96,11226
JOHN,AGUILAR,2/21/78,11226
CHARLES,KIDD,4/30/60,11226
EDWARD,JACKSON,8/27/92,11226
BRANDON,COLLIER,7/1/64,11377
MICHAEL,KELLY,2/8/71,11226
TIMOTHY,RODRIGUEZ,1/7/51,11109
JAMES,WYATT,1/25/49,11226
LOUIS,BLACK,11/19/86,11377
KENNETH,WALLACE,10/17/50,11109
WILLIAM,MILLS,6/16/46,11226
MATTHEW,SUAREZ,2/17/60,11226
NICHOLAS,MCNEIL,5/18/89,11226
BILLY,CHAVEZ,6/17/97,11109
DAVID,RUIZ,11/22/68,11226
RICHARD,FLEMING,11/25/96,11227
EUGENE,JACKSON,12/7/98,11227
DANIEL,HOWARD,9/4/52,11226
PAUL,DURAN,11/3/63,11377
JOSEPH,GEORGE,8/12/80,11226
AARON,RICE,4/29/64,11227
MICHAEL,BAKER,6/24/98,11226
PETER,CARR,1/19/74,11377
TODD,HUNTER,4/23/78,11226
TODD,YOUNG,12/7/62,11226
JOHN,WHITE,8/29/82,11226
STEPHEN,GREENE,5/31/63,11226
STEVEN,ALSTON,8/30/67,11227
JAMES,YOUNG,7/28/65,11377
JOSEPH,DANIEL,5/10/55,11226
ROBERT,LOPEZ,2/2/45,11226
DAVID,MCGEE,7/3/42,11226
CHARLES,NGUYEN,12/16/65,11226
WALTER,PARKER,12/4/54,11227
JEREMY,PACE,10/1/65,11226
MATTHEW,DICKERSON,1/24/64,11226
JEREMY,JONES,8/16/88,11227
JOHN,GRAY,7/10/43,11109
DENNIS,VAUGHN,8/11/60,11227
STEVEN,MARSH,2/22/48,11377
JAMES,VASQUEZ,3/20/91,11226
WILLIAM,WALSH,9/5/51,11226
JAMES,THOMAS,11/21/94,11226
WILLIAM,DUNCAN,11/18/71,11226
JASON,MCLEOD,4/20/42,11377
JOHN,SHIELDS,1/22/93,11377
JOSE,ALLEN,1/11/77,11377
ROBERT,GONZALEZ,1/15/85,11226
GEORGE,ROBINSON,8/14/50,11377
LARRY,JOHNSON,4/20/47,11227
DENNIS,HOPKINS,7/30/57,11227
CHRIS,LOTT,5/23/99,11226
EDWARD,SUMMERS,9/24/49,11227
JAMES,EWING,4/28/48,11226
MARTIN,BURRIS,12/5/54,11377
JAMES,JOSEPH,3/19/68,11226
KEVIN,JENKINS,12/24/52,11226
PAUL,BARNES,8/26/99,11109
JUAN,LEE,6/28/70,11227
RICHARD,YATES,4/5/88,11226
PATRICK,ROBERTSON,8/21/76,11226
MARTIN,COOPER,7/21/92,11227
JEREMY,KENNEDY,11/22/93,11226
WILLIAM,RIOS,12/1/99,11226
JAMES,ALFORD,10/17/97,11226
WILLIAM,MITCHELL,9/30/73,11109
JESSE,PATTERSON,4/30/63,11226
STEVEN,JONES,3/22/69,11226
STEPHEN,WILSON,2/25/46,11226
ROBERT,CARNEY,1/27/50,11226
STEPHEN,JOHNSON,3/23/51,11227
JESSE,ROBERTS,4/11/41,11226
GEORGE,TILLMAN,9/11/43,11226
JAMES,MILLER,8/28/84,11377
ROBERT,STAFFORD,5/25/50,11226
HOWARD,JENNINGS,12/23/59,11227
HARRY,SMITH,2/15/79,11109
JAMES,FUENTES,3/20/94,11226
JOHN,EMERSON,3/8/49,11227
MICHAEL,WRIGHT,5/29/81,11226
JAMES,HARVEY,4/20/96,11227
JUSTIN,JOHNSON,3/11/43,11109
WILLIAM,GIBSON,9/25/65,11226
THOMAS,LITTLE,8/4/41,11227
BRIAN,FRANKLIN,6/20/64,11109
ROGER,MARSHALL,4/28/62,11226
PHILIP,ALLEN,9/14/41,11226
WILLIAM,HALL,3/21/44,11109
HENRY,SMALL,10/1/78,11227
JASON,CUMMINGS,10/27/66,11227
TIMOTHY,SCOTT,8/28/79,11226
ANTHONY,PARKS,1/18/53,11226
PHILLIP,PHILLIPS,1/28/75,11227
CARLOS,CONTRERAS,1/26/69,11227
SCOTT,JOHNSON,1/25/40,11226
JOSE,TREVINO,10/9/67,11109
FRANK,SEARS,4/15/90,11109
CARL,WONG,2/14/85,11109
JUSTIN,REED,7/9/78,11227
HENRY,GRAY,6/27/73,11226
JOHN,BEARD,4/4/44,11227
ROY,COOK,8/28/40,11377
DENNIS,STEVENS,4/7/70,11377
TERRY,PERKINS,6/6/84,11109
LARRY,ARNOLD,5/6/50,11226
JOSEPH,AUSTIN,12/8/71,11227
CHARLES,CRUZ,6/30/63,11227
MICHAEL,CARROLL,2/28/77,11226
ROBERT,WRIGHT,10/18/62,11226
WILLIAM,JOHNSON,8/27/92,11226
CHARLES,SMITH,12/27/55,11226
EDWARD,JOHNSON,4/8/84,11226
JERRY,BERRY,3/28/89,11226
JOHN,HOUSTON,11/15/78,11226
KENNETH,MANNING,8/6/90,11227
ALBERT,EVANS,5/29/75,11109
JESSE,DIAZ,7/12/94,11227
DAVID,BASS,3/4/56,11226
JOHN,DONOVAN,9/1/85,11227
KENNETH,KENNEDY,10/24/56,11377
GARY,JOHNSON,11/27/69,11227
ROBERT,SMITH,11/18/41,11226
JOHN,NAVARRO,9/25/78,11226
DENNIS,ELLIS,7/3/84,11109
JOSEPH,STEWART,8/30/66,11109
STEPHEN,GORDON,10/21/52,11377
RALPH,YOUNG,5/5/85,11226
DAVID,HUDSON,10/22/57,11227
JACK,HUNTER,8/9/90,11227
STEPHEN,GILBERT,4/30/40,11226
ANTHONY,WINTERS,10/5/81,11226
MICHAEL,BENNETT,10/6/49,11377
JOHN,MORROW,7/9/71,11226
CARL,SEARS,9/23/47,11226
WILLIE,BROCK,4/3/42,11226
RONALD,LUNA,6/21/72,11226
CHRIS,JONES,12/25/86,11377
